"Unidade";"Grupo Base";"Nome Grupo";"Fonte Recurso";"Recolhimento";"Data";"Situacao";"Guia";"Data Guia";"Valor";"Finalidade";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00732302/2010";"24/03/2010";"Recolhido";"00101/2010";"23/03/2010";"400,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00732299/2010";"24/03/2010";"Recolhido";"00102/2010";"23/03/2010";"384,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"   ";" ";"Devolução Adiantamento Exercício Receita";"00732680/2010";"24/03/2010";"Recolhido";"00103/2010";"23/03/2010";"631,27";"saldo não gasto de adiantamento no.30012197/2010 referente à dotação 225801/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00745153/2010";"25/03/2010";"Recolhido";"00104/2010";"24/03/2010";"1.639,00";"Exames Medicos";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00745102/2010";"25/03/2010";"Recolhido";"00105/2010";"24/03/2010";"800,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00745145/2010";"25/03/2010";"Recolhido";"00106/2010";"24/03/2010";"1.312,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00745110/2010";"25/03/2010";"Recolhido";"00107/2010";"24/03/2010";"1.134,00";"Cursos Comunitarios";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00758565/2010";"23/03/2010";"Recolhido";"00108/2010";"23/03/2010";"50,00";"Boletos Bancários ano 2010 data efetivação Mar 23 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00758581/2010";"24/03/2010";"Recolhido";"00109/2010";"24/03/2010";"50,00";"Boletos Bancários ano 2010 data efetivação Mar 24 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00772517/2010";"29/03/2010";"Recolhido";"00110/2010";"26/03/2010";"2.160,00";"Cursos Comunitarios";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00900310/2010";"09/04/2010";"Recolhido";"00111/2010";"29/03/2010";"13.274,49";"Pagamento de Aluguel-Fundaçâo Zerbini - INCOR - (FEVEREIRO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"00859043/2010";"06/04/2010";"Recolhido";"00112/2010";"29/03/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00859035/2010";"06/04/2010";"Recolhido";"00113/2010";"29/03/2010";"1.280,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00787832/2010";"30/03/2010";"Recolhido";"00114/2010";"29/03/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00787808/2010";"30/03/2010";"Recolhido";"00115/2010";"29/03/2010";"10,00";"Cópia de chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00787840/2010";"30/03/2010";"Recolhido";"00116/2010";"29/03/2010";"320,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00787565/2010";"26/03/2010";"Recolhido";"00117/2010";"26/03/2010";"100,00";"Boletos Bancários ano 2010 data efetivação Mar 26 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00859019/2010";"06/04/2010";"Recolhido";"00118/2010";"31/03/2010";"320,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00859027/2010";"06/04/2010";"Recolhido";"00119/2010";"31/03/2010";"200,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00859000/2010";"06/04/2010";"Recolhido";"00120/2010";"01/04/2010";"704,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00858993/2010";"06/04/2010";"Recolhido";"00121/2010";"01/04/2010";"200,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00858985/2010";"06/04/2010";"Recolhido";"00122/2010";"05/04/2010";"200,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00887594/2010";"08/04/2010";"Recolhido";"00125/2010";"07/04/2010";"300,00";"Curso de Especialização em Aprendizagem Motora - 3a. Edição - 2009.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00887527/2010";"08/04/2010";"Recolhido";"00126/2010";"07/04/2010";"550,00";"Curso de Especialização em Aprendizagem Motora - 2.010 - (Inscrição) - 4a. Edição";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00887438/2010";"08/04/2010";"Recolhido";"00128/2010";"08/04/2010";"3,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"00923841/2010";"12/04/2010";"Recolhido";"00129/2010";"08/04/2010";"1.052,82";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 8a Parcela";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923736/2010";"12/04/2010";"Recolhido";"00130/2010";"12/04/2010";"2.621,00";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923744/2010";"12/04/2010";"Recolhido";"00131/2010";"12/04/2010";"2.660,50";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923752/2010";"12/04/2010";"Recolhido";"00132/2010";"12/04/2010";"311,00";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923760/2010";"12/04/2010";"Recolhido";"00133/2010";"12/04/2010";"654,50";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923779/2010";"12/04/2010";"Recolhido";"00134/2010";"12/04/2010";"1.085,75";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923795/2010";"12/04/2010";"Recolhido";"00135/2010";"12/04/2010";"2.475,00";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923809/2010";"12/04/2010";"Recolhido";"00136/2010";"12/04/2010";"1.405,75";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923817/2010";"12/04/2010";"Recolhido";"00137/2010";"12/04/2010";"1.250,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923825/2010";"12/04/2010";"Recolhido";"00138/2010";"12/04/2010";"960,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00923833/2010";"12/04/2010";"Recolhido";"00139/2010";"12/04/2010";"300,00";"Curso de Especialização em Aprendizagem Motora - 3a. Edição - 2009.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00932743/2010";"09/04/2010";"Recolhido";"00140/2010";"09/04/2010";"150,00";"Boletos Bancários ano 2010 data efetivação Apr  9 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00947155/2010";"12/04/2010";"Recolhido";"00141/2010";"12/04/2010";"200,00";"Boletos Bancários ano 2010 data efetivação Apr 12 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00962022/2010";"13/04/2010";"Recolhido";"00142/2010";"13/04/2010";"300,00";"Boletos Bancários ano 2010 data efetivação Apr 13 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00979294/2010";"14/04/2010";"Recolhido";"00143/2010";"14/04/2010";"350,00";"Boletos Bancários ano 2010 data efetivação Apr 14 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00997934/2010";"19/04/2010";"Recolhido";"00144/2010";"16/04/2010";"5.162,15";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00997926/2010";"19/04/2010";"Recolhido";"00145/2010";"16/04/2010";"105,00";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00997918/2010";"19/04/2010";"Recolhido";"00146/2010";"16/04/2010";"1.200,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00997900/2010";"19/04/2010";"Recolhido";"00147/2010";"16/04/2010";"960,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"00997896/2010";"19/04/2010";"Recolhido";"00148/2010";"16/04/2010";"60,00";"Assinatura da RBEFE - Volume 23 - 2009.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Extensão sem Convênio Unidade";"00999287/2010";"19/04/2010";"Recolhido";"00149/2010";"16/04/2010";"1.140,00";"Consultoria Técnica p/ a Brudden Equipamentos Ref. aos meses de Maio/09 à Setembro/09  - Parte EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"00997624/2010";"15/04/2010";"Recolhido";"00151/2010";"15/04/2010";"500,00";"Boletos Bancários ano 2010 data efetivação Apr 15 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01013407/2010";"20/04/2010";"Recolhido";"00152/2010";"19/04/2010";"250,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01013369/2010";"20/04/2010";"Recolhido";"00154/2010";"19/04/2010";"1.280,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01013393/2010";"20/04/2010";"Recolhido";"00155/2010";"19/04/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01013512/2010";"20/04/2010";"Recolhido";"00156/2010";"19/04/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01013539/2010";"20/04/2010";"Recolhido";"00157/2010";"19/04/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01017402/2010";"16/04/2010";"Recolhido";"00158/2010";"16/04/2010";"2.600,00";"Boletos Bancários ano 2010 data efetivação Apr 16 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01035001/2010";"22/04/2010";"Recolhido";"00159/2010";"20/04/2010";"4.000,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01034994/2010";"22/04/2010";"Recolhido";"00160/2010";"20/04/2010";"2.200,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01035060/2010";"22/04/2010";"Recolhido";"00161/2010";"20/04/2010";"7.275,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01034730/2010";"19/04/2010";"Recolhido";"00162/2010";"19/04/2010";"50,00";"Boletos Bancários ano 2010 data efetivação Apr 19 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01048081/2010";"23/04/2010";"Recolhido";"00163/2010";"22/04/2010";"352,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01048065/2010";"23/04/2010";"Recolhido";"00164/2010";"22/04/2010";"450,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"01068988/2010";"26/04/2010";"Recolhido";"00165/2010";"22/04/2010";"501,16";"Devolução de Saldo não utilizados.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01048030/2010";"23/04/2010";"Recolhido";"00166/2010";"22/04/2010";"195,00";"Assinatura da RBEFE - Volume 24 - 2010 
9 Avulsos
";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01048014/2010";"23/04/2010";"Recolhido";"00167/2010";"22/04/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01068996/2010";"26/04/2010";"Recolhido";"00168/2010";"23/04/2010";"1.250,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01069003/2010";"26/04/2010";"Recolhido";"00169/2010";"23/04/2010";"320,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"01086668/2010";"27/04/2010";"Recolhido";"00170/2010";"23/04/2010";"10.177,81";"44o. Pagamento (14.03.2010 a 14.04.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01086676/2010";"27/04/2010";"Recolhido";"00171/2010";"26/04/2010";"2.086,75";"Cursos Comunitarios";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01086684/2010";"27/04/2010";"Recolhido";"00172/2010";"26/04/2010";"320,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01086692/2010";"27/04/2010";"Recolhido";"00173/2010";"26/04/2010";"1.400,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01074899/2010";"26/04/2010";"Recolhido";"00174/2010";"26/04/2010";"50,00";"Inscrição Pós Graduação - Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01074880/2010";"26/04/2010";"Recolhido";"00175/2010";"26/04/2010";"50,00";"Inscrição Pós Graduação - Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01074856/2010";"26/04/2010";"Recolhido";"00176/2010";"26/04/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01086277/2010";"23/04/2010";"Recolhido";"00178/2010";"23/04/2010";"300,00";"Boletos Bancários ano 2010 data efetivação Apr 23 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01096949/2010";"28/04/2010";"Recolhido";"00179/2010";"27/04/2010";"137,05";"Cursos Comunitarios";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01096957/2010";"28/04/2010";"Recolhido";"00180/2010";"27/04/2010";"1.400,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01162526/2010";"04/05/2010";"Recolhido";"00181/2010";"28/04/2010";"15.568,19";"Pagamento de Aluguel-Fundaçâo Zerbini - INCOR - (MARÇO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01116265/2010";"26/04/2010";"Recolhido";"00182/2010";"26/04/2010";"400,00";"Boletos Bancários ano 2010 data efetivação Apr 26 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01116281/2010";"27/04/2010";"Recolhido";"00183/2010";"27/04/2010";"1.400,00";"Boletos Bancários ano 2010 data efetivação Apr 27 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01143750/2010";"29/04/2010";"Recolhido";"00184/2010";"29/04/2010";"50,00";"Boletos Bancários ano 2010 data efetivação Apr 29 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01161988/2010";"04/05/2010";"Recolhido";"00185/2010";"03/05/2010";"1.500,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01161937/2010";"04/05/2010";"Recolhido";"00186/2010";"03/05/2010";"640,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01208755/2010";"05/05/2010";"Recolhido";"00188/2010";"05/05/2010";"200,00";"Boletos Bancários ano 2010 data efetivação May  5 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01224718/2010";"10/05/2010";"Recolhido";"00189/2010";"07/05/2010";"3.550,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01224734/2010";"10/05/2010";"Recolhido";"00190/2010";"07/05/2010";"640,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01224750/2010";"10/05/2010";"Recolhido";"00191/2010";"07/05/2010";"3.815,50";"Cursos Comunitários";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"01257683/2010";"12/05/2010";"Recolhido";"00192/2010";"07/05/2010";"1.052,82";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 9a Parcela";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01223584/2010";"06/05/2010";"Recolhido";"00193/2010";"06/05/2010";"500,00";"Boletos Bancários ano 2010 data efetivação May  6 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01238247/2010";"07/05/2010";"Recolhido";"00194/2010";"07/05/2010";"750,00";"Boletos Bancários ano 2010 data efetivação May  7 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01240667/2010";"11/05/2010";"Recolhido";"00195/2010";"11/05/2010";"25,00";"Pagamento Controle Remoto do Estacionamento";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01240926/2010";"11/05/2010";"Recolhido";"00197/2010";"11/05/2010";"9,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01240942/2010";"11/05/2010";"Recolhido";"00198/2010";"11/05/2010";"50,00";"Inscrição no Curso de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01253432/2010";"10/05/2010";"Recolhido";"00199/2010";"10/05/2010";"1.550,00";"Boletos Bancários ano 2010 data efetivação May 10 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01280189/2010";"12/05/2010";"Recolhido";"00200/2010";"12/05/2010";"50,00";"Boletos Bancários ano 2010 data efetivação May 12 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01294252/2010";"13/05/2010";"Recolhido";"00201/2010";"13/05/2010";"350,00";"Boletos Bancários ano 2010 data efetivação May 13 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Extensão sem Convênio Unidade";"01327363/2010";"19/05/2010";"Recolhido";"00202/2010";"19/05/2010";"684,00";"Consultoria Técnica p/ a Brudden Equipamentos Ref. aos meses de Outubro/09 à Dezembro/09  - Parte EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01357971/2010";"19/05/2010";"Recolhido";"00204/2010";"19/05/2010";"100,00";"Boletos Bancários ano 2010 data efetivação May 19 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"01398929/2010";"26/05/2010";"Recolhido";"00205/2010";"21/05/2010";"10.177,81";"45o. Pagamento (14.04.2010 a 14.05.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01390219/2010";"25/05/2010";"Recolhido";"00206/2010";"21/05/2010";"180,00";"Assinatura da RBEFE - Volume 22/23/24 - 2008/2009/2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01390227/2010";"25/05/2010";"Recolhido";"00207/2010";"21/05/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01366890/2010";"24/05/2010";"Recolhido";"00208/2010";"21/05/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01366849/2010";"24/05/2010";"Recolhido";"00209/2010";"21/05/2010";"16,50";"Programas de Disciplinas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01366830/2010";"24/05/2010";"Recolhido";"00210/2010";"21/05/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01390260/2010";"25/05/2010";"Recolhido";"00211/2010";"21/05/2010";"600,00";"Curso de Especialização em Aprendizagem Motora - 3a. Edição - 2009.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01390251/2010";"25/05/2010";"Recolhido";"00212/2010";"21/05/2010";"7.584,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01390243/2010";"25/05/2010";"Recolhido";"00213/2010";"21/05/2010";"5.875,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01390235/2010";"25/05/2010";"Recolhido";"00214/2010";"21/05/2010";"54,00";"Cursos Comunitarios";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"01370781/2010";"20/05/2010";"Recolhido";"00215/2010";"20/05/2010";"150,00";"Boletos Bancários ano 2010 data efetivação May 20 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"   ";" ";"Devolução Adiantamento Exercício Receita";"01399666/2010";"26/05/2010";"Recolhido";"00216/2010";"26/05/2010";"80,00";"saldo não gasto de adiantamento no.30036843/2010 referente à dotação 225801/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01437797/2010";"31/05/2010";"Recolhido";"00217/2010";"28/05/2010";"1.344,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01437800/2010";"31/05/2010";"Recolhido";"00218/2010";"28/05/2010";"1.800,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01437819/2010";"31/05/2010";"Recolhido";"00219/2010";"28/05/2010";"640,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01485279/2010";"07/06/2010";"Recolhido";"00220/2010";"28/05/2010";"12.959,90";"Pagamento de Aluguel-Fundaçâo Zerbini - INCOR - (ABRIL/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"01542809/2010";"14/06/2010";"Recolhido";"00222/2010";"08/06/2010";"1.052,82";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 10a Parcela";
"EEFE    - Escola de Educação Física e Esporte";"   ";" ";"Devolução Adiantamento Exercício Tesouro";"01521801/2010";"10/06/2010";"Recolhido";"00223/2010";"09/06/2010";"88,51";"saldo não gasto de adiantamento no.30042061/2010 referente à dotação 101942/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01542779/2010";"14/06/2010";"Recolhido";"00224/2010";"10/06/2010";"3.500,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01542752/2010";"14/06/2010";"Recolhido";"00225/2010";"10/06/2010";"2.448,00";"24o. Festival de Natação - EEFE";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01542728/2010";"14/06/2010";"Recolhido";"00226/2010";"10/06/2010";"320,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01542671/2010";"14/06/2010";"Recolhido";"00228/2010";"10/06/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01542663/2010";"14/06/2010";"Recolhido";"00229/2010";"10/06/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01635459/2010";"23/06/2010";"Recolhido";"00230/2010";"21/06/2010";"200,00";"Defesa Pessoal - Uma visão estratégica - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01635440/2010";"23/06/2010";"Recolhido";"00231/2010";"21/06/2010";"450,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01635432/2010";"23/06/2010";"Recolhido";"00232/2010";"21/06/2010";"54,00";"24o. Festival de Natação - EEFE";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01635424/2010";"23/06/2010";"Recolhido";"00233/2010";"21/06/2010";"6.560,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
