"Unidade";"Grupo Base";"Nome Grupo";"Fonte Recurso";"Recolhimento";"Data";"Situacao";"Guia";"Data Guia";"Valor";"Finalidade";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01635416/2010";"23/06/2010";"Recolhido";"00234/2010";"21/06/2010";"240,00";"Assinatura da RBEFE - Volume 21/22/23/24 - (2007/2008/2009/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01635408/2010";"23/06/2010";"Recolhido";"00235/2010";"21/06/2010";"60,00";"Assinatura da RBEFE - Volume 24 - (2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"01645900/2010";"24/06/2010";"Recolhido";"00236/2010";"22/06/2010";"10.177,81";"46o. Pagamento (14.05.2010 a 14.06.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01635394/2010";"23/06/2010";"Recolhido";"00237/2010";"22/06/2010";"450,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01635378/2010";"23/06/2010";"Recolhido";"00238/2010";"22/06/2010";"700,00";"Defesa Pessoal - Uma visão estratégica - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01635386/2010";"23/06/2010";"Recolhido";"00239/2010";"22/06/2010";"2.142,00";"24o. Festival de Natação - EEFE";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"01661123/2010";"25/06/2010";"Recolhido";"00240/2010";"24/06/2010";"1.785,71";"Devolução referente a Liquidação da Despesa 1247050 - Processo 10.1.00360.39.4. - Curso Suplementação Nutricional - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01660941/2010";"25/06/2010";"Recolhido";"00241/2010";"24/06/2010";"1.500,00";"Curso de Especialização em Aprendizagem Motora - 3a. Edição - 2009.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01660950/2010";"25/06/2010";"Recolhido";"00242/2010";"24/06/2010";"320,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01660968/2010";"25/06/2010";"Recolhido";"00243/2010";"24/06/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01656502/2010";"25/06/2010";"Recolhido";"00244/2010";"24/06/2010";"7,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01656510/2010";"25/06/2010";"Recolhido";"00245/2010";"24/06/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01656537/2010";"25/06/2010";"Recolhido";"00246/2010";"24/06/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01656553/2010";"25/06/2010";"Recolhido";"00247/2010";"24/06/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01656570/2010";"25/06/2010";"Recolhido";"00249/2010";"24/06/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01656596/2010";"25/06/2010";"Recolhido";"00250/2010";"24/06/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01656561/2010";"25/06/2010";"Recolhido";"00251/2010";"24/06/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01686690/2010";"30/06/2010";"Recolhido";"00252/2010";"30/06/2010";"2.500,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01757775/2010";"07/07/2010";"Recolhido";"00253/2010";"01/07/2010";"15.615,16";"Pagamento de Aluguel - Fundação Zerbini - INCOR - (MAIO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01736301/2010";"06/07/2010";"Recolhido";"00254/2010";"05/07/2010";"250,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01736328/2010";"06/07/2010";"Recolhido";"00255/2010";"05/07/2010";"1.312,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01736352/2010";"06/07/2010";"Recolhido";"00256/2010";"05/07/2010";"500,00";"Curso de Difusão - Futebol Internacional - Brasil &  Inglaterra - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01736379/2010";"06/07/2010";"Recolhido";"00257/2010";"05/07/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01732900/2010";"06/07/2010";"Recolhido";"00258/2010";"05/07/2010";"460,00";"Defesa Pessoal - Uma visão estratégica - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01734279/2010";"06/07/2010";"Recolhido";"00259/2010";"05/07/2010";"50,00";"Inscrição para Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"01734716/2010";"06/07/2010";"Recolhido";"00260/2010";"05/07/2010";"176,57";"Devolução de Saldo não utilizado
NASPSPA &#150; North American Society for the Psychology of Sport and Physical Activity &#150; Tucson &#150; Arizona &#150; EUA.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"01734783/2010";"06/07/2010";"Recolhido";"00261/2010";"05/07/2010";"206,79";"Devolução de saldo não utilizado
NASPSPA &#150; North American Society for the Psychology of Sport and Physical Activity &#150; Tucson &#150; Arizona &#150; EUA.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"01824413/2010";"14/07/2010";"Recolhido";"00263/2010";"07/07/2010";"1.052,82";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 11a. Parcela";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01774475/2010";"08/07/2010";"Recolhido";"00264/2010";"07/07/2010";"384,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01774483/2010";"08/07/2010";"Recolhido";"00265/2010";"07/07/2010";"4.000,00";"Curso de Difusão - Futebol Internacional - Brasil &  Inglaterra - 2010";
"EEFE    - Escola de Educação Física e Esporte";"   ";" ";"Convênios PROAP";"01786473/2010";"08/07/2010";"Recolhido";"00266/2010";"06/07/2010";"51.900,00";"Pagamento do convênio Capes/Proap-Prog.CGPP-055/2010, referente ao periodo de MARÇO/2010 a Fevereiro/2011do  exercicio de 2010,  EEFE -- PROAP, processo 2010.1.6166.1.8.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01808310/2010";"13/07/2010";"Recolhido";"00267/2010";"12/07/2010";"2.000,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Multas";"01819924/2010";"12/07/2010";"Recolhido";"00268/2010";"12/07/2010";"34,58";"Atraso: 1 dias. Multa aplicada à Liquidação 201001554874.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01824391/2010";"14/07/2010";"Recolhido";"00269/2010";"14/07/2010";"1.920,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01831916/2010";"15/07/2010";"Recolhido";"00270/2010";"14/07/2010";"4.250,00";"Curso de Difusão - Futebol Internacional - Brasil &  Inglaterra - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01872612/2010";"19/07/2010";"Recolhido";"00271/2010";"15/07/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01872604/2010";"19/07/2010";"Recolhido";"00272/2010";"15/07/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01872590/2010";"19/07/2010";"Recolhido";"00273/2010";"15/07/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01872574/2010";"19/07/2010";"Recolhido";"00274/2010";"15/07/2010";"240,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010
Avulsos da RBEFE - Volume 21 - 2007 - (1,2,3,4)
Avulsos da RBEFE - Volume 22 - 2008 - (1,2,3,4)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01872566/2010";"19/07/2010";"Recolhido";"00275/2010";"16/07/2010";"960,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01855769/2010";"16/07/2010";"Recolhido";"00276/2010";"16/07/2010";"3.250,00";"Curso de Difusão - Futebol Internacional - Brasil &  Inglaterra - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"01899340/2010";"21/07/2010";"Recolhido";"00277/2010";"20/07/2010";"180,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010 + Postagem de envio por SEDEX.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01899332/2010";"21/07/2010";"Recolhido";"00278/2010";"20/07/2010";"850,00";"Curso de Difusão - Suplementação Nutricional - 2.010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01899324/2010";"21/07/2010";"Recolhido";"00279/2010";"20/07/2010";"3.040,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"01923527/2010";"23/07/2010";"Recolhido";"00280/2010";"21/07/2010";"10.177,81";"47o. Pagamento (14.06.2010 a 14.07.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01908846/2010";"22/07/2010";"Recolhido";"00281/2010";"21/07/2010";"1.000,00";"Curso de Difusão - Futebol Internacional - Brasil &  Inglaterra - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01908854/2010";"22/07/2010";"Recolhido";"00282/2010";"21/07/2010";"1.600,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"   ";" ";"Devolução Adiantamento Exercício Tesouro";"01912347/2010";"22/07/2010";"Recolhido";"00283/2010";"22/07/2010";"200,00";"saldo não gasto de adiantamento no.30054205/2010 referente à dotação 87850/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01932151/2010";"26/07/2010";"Recolhido";"00284/2010";"23/07/2010";"992,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01973770/2010";"29/07/2010";"Recolhido";"00286/2010";"28/07/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01973818/2010";"29/07/2010";"Recolhido";"00287/2010";"28/07/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01973869/2010";"29/07/2010";"Recolhido";"00288/2010";"28/07/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01973877/2010";"29/07/2010";"Recolhido";"00289/2010";"28/07/2010";"33,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01973931/2010";"29/07/2010";"Recolhido";"00290/2010";"28/07/2010";"5,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01973966/2010";"29/07/2010";"Recolhido";"00291/2010";"28/07/2010";"10,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"01973982/2010";"29/07/2010";"Recolhido";"00292/2010";"28/07/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02085541/2010";"09/08/2010";"Recolhido";"00293/2010";"30/07/2010";"12.240,48";"Pagamento de Aluguel - Fundação Zerbini - INCOR - (JUNHO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02085568/2010";"09/08/2010";"Recolhido";"00294/2010";"30/07/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02085550/2010";"09/08/2010";"Recolhido";"00295/2010";"04/08/2010";"120,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02054883/2010";"01/07/2010";"Recolhido";"00296/2010";"01/07/2010";"650,00";"Boletos Bancários ano 2010 data efetivação Jul  1 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02085576/2010";"09/08/2010";"Recolhido";"00297/2010";"05/08/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02085584/2010";"09/08/2010";"Recolhido";"00298/2010";"05/08/2010";"60,00";"Assinatura da RBEFE - Voume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02085592/2010";"09/08/2010";"Recolhido";"00300/2010";"06/08/2010";"2.496,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"02104481/2010";"10/08/2010";"Recolhido";"00301/2010";"06/08/2010";"1.052,82";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 12a. Parcela";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02190035/2010";"17/08/2010";"Recolhido";"00303/2010";"16/08/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02190027/2010";"17/08/2010";"Recolhido";"00304/2010";"16/08/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02190019/2010";"17/08/2010";"Recolhido";"00305/2010";"16/08/2010";"1.600,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Multas";"02185473/2010";"13/08/2010";"Recolhido";"00306/2010";"13/08/2010";"85,28";"Atraso: 39 dias. Multa aplicada à Liquidação 201002082879.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Multas";"02185490/2010";"13/08/2010";"Recolhido";"00307/2010";"13/08/2010";"41,55";"Atraso: 1 dias. Multa aplicada à Liquidação 201001860053.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02261617/2010";"23/08/2010";"Recolhido";"00308/2010";"19/08/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02261609/2010";"23/08/2010";"Recolhido";"00309/2010";"19/08/2010";"355,00";"Assinatura da RBEFE - Volume 20, 21, 22, 23, 24 - 2006 à 2010 + 3 avulsos.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02261587/2010";"23/08/2010";"Recolhido";"00310/2010";"20/08/2010";"4.480,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"02314818/2010";"26/08/2010";"Recolhido";"00311/2010";"23/08/2010";"10.177,81";"48o. Pagamento (14.07.2010 a 14.08.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Multas";"02317540/2010";"25/08/2010";"Recolhido";"00312/2010";"25/08/2010";"3,70";"Atraso: 1 dias. Multa aplicada à Liquidação 201001963472.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02355778/2010";"31/08/2010";"Recolhido";"00313/2010";"30/08/2010";"2.272,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02355743/2010";"31/08/2010";"Recolhido";"00314/2010";"30/08/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02433990/2010";"08/09/2010";"Recolhido";"00315/2010";"31/08/2010";"13.453,94";"Pagamento de Aluguel - Fundação Zerbini - INCOR - (JULHO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02496592/2010";"14/09/2010";"Recolhido";"00316/2010";"08/09/2010";"180,00";"Assinatura da RBEFE - Volume 22/23/24 - 2008/2009/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"02485957/2010";"13/09/2010";"Recolhido";"00317/2010";"08/09/2010";"1.103,88";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 1a. Parcela";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02496630/2010";"14/09/2010";"Recolhido";"00319/2010";"13/09/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02496622/2010";"14/09/2010";"Recolhido";"00320/2010";"13/09/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02496584/2010";"14/09/2010";"Recolhido";"00321/2010";"13/09/2010";"2.785,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Extensão sem Convênio Unidade";"02499125/2010";"14/09/2010";"Recolhido";"00322/2010";"14/09/2010";"1.140,00";"Consultoria Técnica p/ a Brudden Equipamentos Ref. aos meses de Janeiro/10 à Maio/10  - Parte EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Multas";"02520280/2010";"13/09/2010";"Recolhido";"00324/2010";"13/09/2010";"52,83";"Multa aplicada à Liquidação da Despesa 201002163984, pelo atraso de 1 dias.";
"EEFE    - Escola de Educação Física e Esporte";"   ";" ";"Devolução Adiantamento Exercício Receita";"02544929/2010";"17/09/2010";"Recolhido";"00325/2010";"16/09/2010";"105,00";"saldo não gasto de adiantamento no.30073846/2010 referente à dotação 225801/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"02554916/2010";"17/09/2010";"Recolhido";"00326/2010";"17/09/2010";"51,00";"Devolução de Saldo não gasto - Liquidação de Despesas 2040181 - 2096608.
Valor Repassado - 2.024,00 / Valor Gasto  -  1.973,00 / Valor a Recolher  -  51,00 - Programa PET da USP - Participação no FORUM USP/UNESP

";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558997/2010";"20/09/2010";"Recolhido";"00327/2010";"17/09/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558946/2010";"20/09/2010";"Recolhido";"00328/2010";"17/09/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558644/2010";"20/09/2010";"Recolhido";"00329/2010";"17/09/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558792/2010";"20/09/2010";"Recolhido";"00330/2010";"17/09/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558768/2010";"20/09/2010";"Recolhido";"00331/2010";"17/09/2010";"5,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558741/2010";"20/09/2010";"Recolhido";"00333/2010";"17/09/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558717/2010";"20/09/2010";"Recolhido";"00335/2010";"17/09/2010";"50,00";"Inscrição Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558709/2010";"20/09/2010";"Recolhido";"00336/2010";"17/09/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558687/2010";"20/09/2010";"Recolhido";"00337/2010";"17/09/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558660/2010";"20/09/2010";"Recolhido";"00338/2010";"17/09/2010";"3,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02561505/2010";"20/09/2010";"Recolhido";"00339/2010";"17/09/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558598/2010";"20/09/2010";"Recolhido";"00344/2010";"17/09/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558580/2010";"20/09/2010";"Recolhido";"00345/2010";"17/09/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558563/2010";"20/09/2010";"Recolhido";"00347/2010";"17/09/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558555/2010";"20/09/2010";"Recolhido";"00348/2010";"17/09/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558520/2010";"20/09/2010";"Recolhido";"00350/2010";"17/09/2010";"50,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558504/2010";"20/09/2010";"Recolhido";"00351/2010";"17/09/2010";"50,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558474/2010";"20/09/2010";"Recolhido";"00352/2010";"17/09/2010";"50,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558458/2010";"20/09/2010";"Recolhido";"00353/2010";"17/09/2010";"50,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558431/2010";"20/09/2010";"Recolhido";"00354/2010";"17/09/2010";"50,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558393/2010";"20/09/2010";"Recolhido";"00355/2010";"17/09/2010";"100,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558350/2010";"20/09/2010";"Recolhido";"00356/2010";"17/09/2010";"50,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558296/2010";"20/09/2010";"Recolhido";"00357/2010";"17/09/2010";"50,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02558245/2010";"20/09/2010";"Recolhido";"00358/2010";"17/09/2010";"100,00";"Aluno Especial";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02591900/2010";"21/09/2010";"Recolhido";"00359/2010";"20/09/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - 2009/2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02591919/2010";"21/09/2010";"Recolhido";"00360/2010";"20/09/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02591889/2010";"21/09/2010";"Recolhido";"00361/2010";"20/09/2010";"1.275,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02591897/2010";"21/09/2010";"Recolhido";"00362/2010";"20/09/2010";"2.240,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"02604301/2010";"22/09/2010";"Recolhido";"00363/2010";"20/09/2010";"300,00";"Devolução referente aos alunos que não participaram efetivamente do Programa Embaixadores da USP 2010 - Julio Cesar Silva de Souza, Maysa Bernardo Souza Almeida, Fernanda Gomes da Silva e Andre Gustavo Engels Fonseca.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"02642297/2010";"24/09/2010";"Recolhido";"00364/2010";"22/09/2010";"10.767,11";"49o. Pagamento (14.08.2010 a 14.09.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Extensão sem Convênio Unidade";"02613688/2010";"22/09/2010";"Recolhido";"00365/2010";"22/09/2010";"912,00";"Consultoria Técnica p/ a Brudden Equipamentos Ref. aos meses de Junho/10 à Setembro/10  - Parte EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02649615/2010";"27/09/2010";"Recolhido";"00367/2010";"24/09/2010";"1.632,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02649593/2010";"27/09/2010";"Recolhido";"00368/2010";"24/09/2010";"518,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02649623/2010";"28/09/2010";"Recolhido";"00369/2010";"24/09/2010";"1.275,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02665980/2010";"28/09/2010";"Recolhido";"00370/2010";"27/09/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02665904/2010";"28/09/2010";"Recolhido";"00371/2010";"27/09/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02763191/2010";"06/10/2010";"Recolhido";"00374/2010";"29/09/2010";"180,00";"Assinatura da RBEFE - Volume 24 - 2010 / + 08 numeros avulsos.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02763205/2010";"06/10/2010";"Recolhido";"00375/2010";"29/09/2010";"505,00";"Assinatura da RBEFE - Volume 24 - 2010 / + 24 numeros avulsos RBEFE / + 21 numeros avulsos RPEF.";
